,,,,"lmcut",,,,,,"lsudA",,,,,,"HHH 10K",,,,,,,"HHH 100K",,,,,,,"blind",,,,,,,"h_max",,,,,,,"hsp_f",,,,,"Gamer",
"schedule-aips2000","probschedule-12-6.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-12-7.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-12-8.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-12-9.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-13-0.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-13-1.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-13-2.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-13-3.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-13-4.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-13-5.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-13-6.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-13-7.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-13-8.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-13-9.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-14-0.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-14-1.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-14-2.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-14-3.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-14-4.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-14-5.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-14-6.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-14-7.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-14-8.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-14-9.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-15-0.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-15-1.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-15-2.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-15-3.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-15-4.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-15-5.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-15-6.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-15-7.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-15-8.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-15-9.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-16-0.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-16-1.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-16-2.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-16-3.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-16-4.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-16-5.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-16-6.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-16-7.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-16-8.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-16-9.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-17-0.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-17-1.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-17-2.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-17-3.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-17-4.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-17-5.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-17-6.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-17-7.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-17-8.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-17-9.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-18-0.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-18-1.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-18-2.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-18-3.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-18-4.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-18-5.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-18-6.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-18-7.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-18-8.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-18-9.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-19-0.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-19-1.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-19-2.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-19-3.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-19-4.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-19-5.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-19-6.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-19-7.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-19-8.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-19-9.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-20-0.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-20-1.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-20-2.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-20-3.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-20-4.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-20-5.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-20-6.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-20-7.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-20-8.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-20-9.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-21-0.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-21-1.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-21-2.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-21-3.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-21-4.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-21-5.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-21-6.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-21-7.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
"schedule-aips2000","probschedule-21-8.pddl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,," ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TPP-ipc5","p01.pddl",5,5,4,6,7,8," 0s"," 0s",5,4,"0s","0s",6,8,5,5,6,7,8," 0s"," 0s",5,5,6,7,8," 0s"," 0s",5,1,7,7,9," 0s"," 0s",5,4,6,7,8," 0s"," 0s",5,5,6,0.01,0.01,5,0.16
"TPP-ipc5","p02.pddl",8,8,7,9,16,17," 0s"," 0s",8,7,"0s","0s",9,17,8,8,9,16,17," 0s"," 0s",8,8,9,16,17," 0s"," 0s",8,1,26,30,46," 0s"," 0s",8,4,16,22,30," 0s"," 0s",8,8,9,0.01,0.01,8,0.18
"TPP-ipc5","p03.pddl",11,11,10,12,28,29," 0s"," 0s",11,10,"0.01s","0.01s",12,29,11,11,12,28,29," 0s"," 0s",11,11,12,28,29," 0s"," 0s",11,1,116,125,254," 0s"," 0s",11,4,83,113,194," 0s"," 0s",11,11,12,0.03,0.03,11,0.2
"TPP-ipc5","p04.pddl",14,14,13,15,43,44," 0.01s"," 0.01s",14,13,"0.01s","0s",15,44,14,14,15,43,44," 0s"," 0.01s",14,14,15,43,44," 0s"," 0s",14,1,494,508,1254," 0s"," 0s",14,4,430,492,1138," 0s"," 0s",14,14,15,0.07,0.07,14,0.28
"TPP-ipc5","p05.pddl",19,19,17,130,509,764," 0.25s"," 0.25s",19,17,"1.2s","1.2s",12275,58039,19,19,20,82,85," 0s"," 0.36s",19,19,20,82,85," 0s"," 0.77s",19,1,24698,26584,117859," 0.12s"," 0.12s",19,5,17398,21629,85429," 0.15s"," 0.15s",19,15,624,0.48,0.48,19,2.04
"TPP-ipc5","p06.pddl",25,25,21,25807,85036,207966," 85.87s"," 85.88s",25,15,"650s","649.99s",6037140,43414174,25,19,947059,1951419,6692594," 11.9s"," 14.22s",25,24,74798,219201,540243," 1.26s"," 23.97s"," "," "," "," "," "," ",,25,6,9267024,14049814,69007429," 216.69s"," 216.69s",25,13,2336867,1880.75,1880.75," ",
"TPP-ipc5","p07.pddl",," "," "," "," "," "," ",,,18,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"TPP-ipc5","p08.pddl",," "," "," "," "," "," ",,,20,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"TPP-ipc5","p09.pddl",," "," "," "," "," "," ",,,14,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"TPP-ipc5","p10.pddl",," "," "," "," "," "," ",,,16,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"TPP-ipc5","p11.pddl",," "," "," "," "," "," ",,,15,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"TPP-ipc5","p12.pddl",," "," "," "," "," "," ",,,15,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"TPP-ipc5","p13.pddl",," "," "," "," "," "," ",,,13,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p14.pddl",," "," "," "," "," "," ",,,19,,,,," "," "," "," "," "," ",,,,,,,,," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p15.pddl",," "," "," "," "," "," ",,,23,,,,," "," "," "," "," "," ",,,,,,,,," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p16.pddl",," "," "," "," "," "," ",,,28,,,,," "," "," "," "," "," ",,,,,,,,," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p17.pddl",," "," "," "," "," "," ",,,23,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p18.pddl",," "," "," "," "," "," ",,,22,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p19.pddl",," "," "," "," "," "," ",,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p20.pddl",," "," "," "," "," "," ",,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p21.pddl",," "," "," "," "," "," ",,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p22.pddl",," "," "," "," "," "," ",,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p23.pddl",," "," "," "," "," "," ",,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p24.pddl",," "," "," "," "," "," ",,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p25.pddl",," "," "," "," "," "," ",,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p26.pddl",," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p27.pddl",," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p28.pddl",," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p29.pddl",," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," "," "," "," ",," ",
"TPP-ipc5","p30.pddl",," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," "," "," "," ",," ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"trucks-ipc5","p01.pddl",13,13,10,108,484,1140," 0.03s"," 0.03s",13,7," 0.12s"," 0.12s",1032,8324,13,13,14,71,132," 0s"," 0.03s",13,13,14,71,132," 0s"," 0.02s",13,1,5774,5893,32849," 0.02s"," 0.02s",13,4,402,1339,4477," 0.01s"," 0.01s",13,11,285,0.56,0.56,13,1.92
"trucks-ipc5","p02.pddl",17,17,13,495,2062,6812," 0.15s"," 0.15s",17,9," 0.79s"," 0.78s",5601,55426,17,13,4192,8730,38429," 0.03s"," 0.22s",17,17,18,89,198," 0s"," 0.17s",17,1,28348,28577,185251," 0.14s"," 0.14s",17,4,939,3775,13200," 0.03s"," 0.03s",17,14,1413,1.04,1.04,17,10.75
"trucks-ipc5","p03.pddl",20,20,16,1219,6508,32530," 0.94s"," 0.95s",20,11," 13.27s"," 13.23s",31166,607962,20,11,199405,308873,2643095," 2.05s"," 2.89s",20,16,173790,276126,2360936," 2.01s"," 6.88s",20,1,379582,387638,4172503," 2.97s"," 2.97s",20,4,9465,35583,181209," 0.4s"," 0.4s",20,17,4049,4.42,4.43,20,350.41
"trucks-ipc5","p04.pddl",23,23,19,2674,19720,84555," 4.21s"," 4.22s",23,13," 125.55s"," 125.49s",242786,4960852,23,10,2591561,2830465,32335331," 26.78s"," 29.17s",23,12,2568634,2847683,32177853," 28.54s"," 56.96s",23,1,2990366,3011278,34940291," 26.64s"," 26.65s",23,4,209140,774678,4255115," 9.43s"," 9.43s",23,20,8817,7.75,7.75," ",
"trucks-ipc5","p05.pddl",25,25,22,1862,15340,103434," 7.4s"," 7.42s",25,16," 542.35s"," 542.16s",473942,18825395,25,9,23444940,27079803,531961747," 388.15s"," 392.99s"," "," "," "," "," "," ",," "," "," "," "," "," ",,25,4,1248571,4935232,46741167," 90.77s"," 90.78s",25,23,14744,23.1,23.12," ",
"trucks-ipc5","p06.pddl",30,30,25,129753,841600,6353175," 367.43s"," 367.47s",,18," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,30,26,308920,343.45,343.47," ",
"trucks-ipc5","p07.pddl",23,23,19,9575,56105,246837," 20.69s"," 20.71s",23,13," 219.22s"," 219.14s",512237,10103903,23,10,7575415,10111613,97214517," 86.87s"," 88.91s",23,12,8080496,11644147,102196677," 93.91s"," 117.13s",23,1,12410588,12452118,144727208," 117.92s"," 117.92s",23,4,223011,1004415,5324735," 19.33s"," 19.34s",23,20,43270,27.61,27.62," ",
"trucks-ipc5","p08.pddl",25,25,22,7569,67107,386006," 48.31s"," 48.34s",25,17," 770.67s"," 770.35s",725811,30656198," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,25,4,3106944,13717467,138496526," 403.35s"," 403.36s",25,23,49663,47.59,47.61," ",
"trucks-ipc5","p09.pddl",28,28,25,29658,245856,1750360," 232.38s"," 232.42s",,18,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,28,26,233577,248.19,248.21," ",
"trucks-ipc5","p10.pddl",34,34,28,308134,2890011,18098436," 1698.92s"," 1698.97s",,20,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,," ",
"trucks-ipc5","p11.pddl",," "," "," "," "," "," ",,,23,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,," ",
"trucks-ipc5","p12.pddl",," "," "," "," "," "," ",,,24,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,," ",
"trucks-ipc5","p13.pddl",," "," "," "," "," "," ",,,21,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,," ",
"trucks-ipc5","p14.pddl",," "," "," "," "," "," ",,,24,,,,," "," "," "," "," "," ",,,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,," ",
"trucks-ipc5","p15.pddl",," "," "," "," "," "," ",,,25,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,," ",
"trucks-ipc5","p16.pddl",," "," "," "," "," "," ",,,27,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,," ",
"trucks-ipc5","p17.pddl",," "," "," "," "," "," ",,,30,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," ",,,,," ",
"trucks-ipc5","p18.pddl",," "," "," "," "," "," ",,,32,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," ",,,,," ",
"trucks-ipc5","p19.pddl",," "," "," "," "," "," ",,,29,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," ",,,,," ",
"trucks-ipc5","p20.pddl",," "," "," "," "," "," ",,,30,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," ",,,,," ",
"trucks-ipc5","p21.pddl",," "," "," "," "," "," ",,,32,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," ",,,,," ",
"trucks-ipc5","p22.pddl",," "," "," "," "," "," ",,,34,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," ",,,,," ",
"trucks-ipc5","p23.pddl",," "," "," "," "," "," ",,,37,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," ",,,,," ",
"trucks-ipc5","p24.pddl",," "," "," "," "," "," ",,,39,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," ",,,,," ",
"trucks-ipc5","p25.pddl",," "," "," "," "," "," ",,,34,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," ",,,,," ",
"trucks-ipc5","p26.pddl",," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," ",,,,," ",
"trucks-ipc5","p27.pddl",," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," ",,,,," ",
"trucks-ipc5","p28.pddl",," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," ",,,,," ",
"trucks-ipc5","p29.pddl",," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," ",,,,," ",
"trucks-ipc5","p30.pddl",," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,," "," "," "," "," "," ",,,,,,,,," ",,,,," ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"zenotravel-ipc3","pfile01.pddl",1,1,1,2,5,4," 0s"," 0s",1,1," 0s"," 0s",2,4,1,1,2,5,4," 0s"," 0s",1,1,2,5,4," 0s"," 0s",1,1,2,5,4," 0s"," 0s",1,1,2,5,4," 0s"," 0s",1,1,2,0.45,0.45,1,0.33
"zenotravel-ipc3","pfile02.pddl",6,6,4,15,35,64," 0s"," 0s",6,4," 0.01s"," 0s",15,57,6,6,7,26,32," 0s"," 0s",6,6,7,26,32," 0s"," 0s",6,1,58,88,256," 0s"," 0s",6,3,22,43,97," 0s"," 0s",6,5,9,0.46,0.46,6,0.33
